System,Utterance,Source,ref1,ref2,hyp
Online-G,28,"Jeskyně je volně přístupná a podle nepořádku, který se v ní objevuje, tam v dnešních dobách někdo občas přespává.
","The cave is free accessible and obviously, judging by the mess inside, someone stays overnight there from time to time.
","The cave is open to the public and, judging by the mess inside, someone sleeps in it from time to time.
","The cave is freely accessible and according to the mess that appears in it, someone sometimes sleeps there these days.
"
Online-G,29,"Pokud se přiblížíte k jeskyni shora od jedné z lesních cest a zaujme vás pod jeskyní tekoucí potůček a nedaleká hraběcí cesta, tak stezku dolů určitě najdete také.
","If you come to the cave from above walking on one of the forest paths and your attention will be atracted by a brooklet flowing below the cave and the nearby Count's Path, then you will surely find also a path leadind downwards.
","If, taking one of the forest trails, you ever come down close to this place, drawn by the brooklet flowing underneath or the Earl’s Path passing nearby, it won’t take you long to discover the stairway down to the cave.
","If you approach the cave from above from one of the forest paths and you are intrigued by a flowing stream under the cave and a nearby count's path, then you will definitely find a path down.
"
Online-G,30,"A cestou z lesa vás třeba ještě uchvátí nedaleké Havraní skály.
","And on your way from the forest you may be enthralled by the nearby Raven Rocks as well.
","Leaving the forest, you might want to make another stop to admire the so-called “Rook Rocks” nearby.
","And on the way out of the forest, you may still be captivated by the nearby Raven rocks.
"
Online-G,31,"Žokej Minařík je po těžkém pádu v Německu v umělém spánku
","Jockey Minařík in induced coma after heavy fall in Germany
","After a bad fall, Jockey Minařík lies in an artificially-induced coma in Germany.
","Jockey Minařík is in artificial sleep after a heavy fall in Germany
"
Online-G,32,"""Filip je teď v nejlepších rukou.
","""Filip is in good hands now.
","At the moment, Filip is in the best hands possible.
","""Philip is now in the best of hands.
"
Online-G,33,"Institut je na podobné případy zařízen, navíc máme v Hannoveru naštěstí část rodiny.
","The Institute is well-prepared for such cases, aditionally most of the family members are in Hannover.
","The institute is equipped for similar cases and what is more, we luckily have some family in Hannover.
","The institute is equipped for such cases, in addition, fortunately, we have a part of the family in Hanover.
"
Online-G,34,"To mi výrazně ulehčuje situaci a také péči o dceru Finju,"" citoval server Jezdci.cz prohlášení Minaříkovy manželky Katji.
","That makes my situasion and also the care of our daughter Finja much easier,"" Jezdci.cz quoted Minařík's wife Katja.
","This really helps make the situation and the care of our daughter Finja more manageable, Minařík's wife Katji, was quoted as saying by the server Jezdci.cz.
","This greatly facilitates my situation, and also the care of my daughter Finja, "" the server quoted Jezdci.cz a statement from Minařík's wife Katja.
"
Online-G,35,"""Všichni dělají maximum, Filip teď potřebuje čas na rekonvalescenci.
","""Everyone does their best, Filip needs time to recover now.
","Everyone is doing the utmost that they can as Filip now needs time to recover.
","""Everyone is doing their best, Philip now needs time to recover.
"
Online-G,36,"Nemá smysl dávat žádné prognózy.
","There is no use in giving any progosis.
","There is no point in offering a prognosis.
","It makes no sense to give any forecasts.
"
Online-G,37,"Každý, kdo se někdy setkal s problematikou traumat hlavy a pacientů v umělém spánku, ví, že se situace může měnit.
","Anyone who has every faced head injuries and patients in induced coma issues knows that the situation can change.
","Anyone who has any experience with head trauma and patients in artificially-induced comas, knows that the situation can change.
","Anyone who has ever encountered the issue of head trauma and patients in artificial sleep, knows that the situation can change.
"
Online-G,38,"Filip je velký bojovník.
","Filip is a big fighter.
","Filip is a big fighter.
","Philip is a great warrior.
"
Online-G,39,"Všichni teď musíme být trpěliví a dát mu čas,"" uvedla žena pětačtyřicetiletého žokeje.
","We all must be patient now and give him time,"" the 45-year-old jockey's wife said.
","All of us must now be patient and give him time, stated the wife of the forty-five year old jockey.
","Now we all have to be patient and give him time, "" said the wife of the forty-five-year-old jockey.
"
Online-G,40,"K finanční podpoře zraněného Minaříka vyzval na twitteru i hvězdný Frankie Dettori, který v sobotu vyhrál v Ascotu posedmé dostih King George VI and Queen Elizabeth Stakes, čímž vyrovnal vyrovnal legendu Lestera Piggotta.
","A message calling on financial support of injured Minařík has been posted on twitter by star Frankie Dettori, who won the 7th race King George VI and Queen Elizabeth Stakes in Ascot on Saturday, by which he matched legendary Lester Piggott.
","Prize-winning Frankie Dettori, who on Saturday won the King George VI and Queen Elizabeth Stakes at Ascot for the seventh time, thereby equalizing with legendary Lester Piggott, announced on Twitter a challenge to raise financial support for the injured Minařík.
","Frankie Dettori, who won the King George VI and Queen Elizabeth Stakes for the seventh time at Ascot on Saturday, equalled the legend of Lester Piggott, also called for financial support for the injured Minařík on Twitter.
"
Online-G,41,"Na serveru Gofundme se k dnešku vybralo téměř 70 tisíc eur.
","Nearly 70,000 EUR have been collected up to now on Gofundme.
","As of today, the server Gofundme has collected around 70 thousand euro.
","On the GoFundMe server, almost 70 thousand euros have been raised to date.
"
Online-G,42,"Cílem je částka 100 tisíc eur (2,6 milionu korun).
","The taget amount is 100,000 EUR (2,6 million CZK).
","The goal is to raise 100 thousand euro (2.6 million Crowns.)
","The goal is the amount of 100 thousand euros (2.6 million crowns).
"
Online-G,43,"Videorozhodčí vzal fotbalistům Sassuola čtyři góly, prohráli 0:2
","Sassuola's players disallowed four goals by video assistant referee, losing 0:2
","Sassuolo had four goals disallowed by VAR in 0-2 defeat
","Video referee took the players Sassuola four goals, lost 0:2
"
Online-G,44,"Fotbalisté Sassuola sice v sobotním zápase v Neapoli dostali čtyřikrát míč do soupeřovy branky, nakonec se ale museli smířit s porážkou 0:2.
","Although Sassuola's football players scored a goal four times during Saturday's match in Napoli, they had to accept 0:2 defeat in the end.
","In the game against Napoli, footballers of Sassuolo had the ball in the opponent's net four times, but they ultimately had to come to terms with a 0-2 defeat.
","Sassuolo's players scored four times in the match in Naples on Saturday, but eventually had to accept a 0-2 defeat.
"
Online-G,45,"Ani jeden z jejich gólů rozhodčí po konzultaci s videem kvůli ofsajdu neuznal.
","All their goals were disallowed for offside by the referee after the consultation with VAR.
","All their goals were ruled out for offside by the referee after consulting the VAR screen.
","None of their goals the referee after consulting the video because of offside did not recognize.
"
